rank,usersname,Mode,compute,corr,mmc,fnc,stake,roi_1_day,roi_3_months,roi_1_year
4724,SHIMCO1,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4725,SANITYSNEMESIS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4726,LASTVOICE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4727,THEST0IC,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4728,EPPOSUCCED,No Mode,No Compute,-0.0998,-0.0998,-0.0997,69.35,0.0,0.0,0.0
4729,KOEN_3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4730,HAKEEMO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4731,NAMO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4732,EMRE_DURAN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4733,OBJECTSCIENCE_4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00022,0.0,0.0,0.0
4734,ZEPIBI722,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.28,0.0,0.0,0.0
4735,PJG5,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4736,PJG3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4737,SECOND_MODEL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4738,PJG4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4739,ANTONIONUMERAI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4740,OCTAXX297,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4741,GOLDNUMBERONE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4742,ZAAX,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4743,OBJECTSCIENCE_5,No Mode,No Compute,-0.0998,-0.0998,-0.0997,4e-06,0.0,0.0,0.0
4744,VKARADJOV,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4745,KC,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00095,0.0,0.0,0.0
4746,SAGEISHERE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4747,GOLDSPEAR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4749,FPLO1888,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4750,BLUB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0094,0.0,0.0,0.0
4752,NILCEPS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4753,VIMALROMEO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4754,JZCHAI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4755,RAVIC,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4756,PHANI_15,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4757,ALPHONSE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4758,SMIRMIK5,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4759,SMIRMIK4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4760,CFFEE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4761,GOFORIT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4762,VAMSI123,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4763,POLACE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4764,SANTIAGO35,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4765,BAYAREATRADES,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4766,KAINSAMA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.022,0.0,0.0,0.0
4767,ZLJT,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4768,NEWPIE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4769,OBJECTSCIENCE_8,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.00027,0.0,0.0,0.0
4770,OBJECTSCIENCE_7,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4771,MURARI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4772,DR_PROFESSOR,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4773,CYHTOMMY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4774,ZAAK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4775,STRATEGERY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4776,MORE_TESTING,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4777,DAVIDIANCANEPAZZO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4778,LAPENTIUM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4779,PRETENTIOUS7,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4780,LEARN3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4781,COVID,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4782,ZOOM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.57,0.0,0.0,0.41
4783,R4ZP0,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.98,0.0,0.0,0.0
4784,GC,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.013,0.0,0.0,0.0
4785,CHARLEMAGNE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4786,ZAAB,No Mode,No Compute,-0.0998,-0.0998,-0.0997,1.73,0.0,0.0,0.45
4787,ANDIBALDUCCI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4788,HYPPRIME,No Mode,No Compute,-0.0998,-0.0998,-0.0997,1.02,0.0,0.0,0.0
4789,ERMIN_COATES,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4790,PEIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.016,0.0,0.0,0.0
4791,ASISH22,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4792,HOLI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4793,WILLOW,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0098,0.0,0.0,0.0
4794,GORGEOUS369,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4795,OOOOOOOOOO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4796,ROBOOO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4797,BENACOOK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4798,SAMF,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4799,GUNESZ,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4800,VINCIBEANS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4801,LAYER4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4802,JDK3030,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4803,AKIRA_ML,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4805,INDUSTRY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4806,JHOLLIMA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4807,FUJIMAHIROKI007,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4808,AKATOTI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4809,VIOLINEET,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4810,YOUKI23,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4811,LETHAL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4812,SD30,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4813,GORO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4815,BONIFATY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4816,PYQUANT_3,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4817,PYQUANT_6,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4818,PYQUANT_1,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4819,PYQUANT_2,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4820,PYQUANT_4,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4821,PYQUANT_7,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4822,AARONHMA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4823,CHIWAWA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4824,TONINHO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4825,HCO82,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4826,DFANARA,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4827,PYQUANT_8,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4829,BANR1JNTS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4831,PYQUANT_9,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4832,YUYAONO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4834,REYCHARLEE,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4835,PYQUANT_5,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4836,MODEL_VER1,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4837,SNEKERPIMP,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4838,ENERRIO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4839,PROGNOS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4841,ANGELBIVANOV,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4842,SOUL,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0097,0.0,0.0,0.0
4843,HOPELESS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4844,H42,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4845,RAMZYYY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4846,ML_UNDERDOG,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.011,0.0,0.0,0.0
4847,WAHEED0332,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4848,SMIRMIK7,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4849,FFORBECK,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4850,HARUI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4851,MARVY,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4852,SOHAMXI,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4853,DATADATADO,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4854,K8UUDM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4855,RAMRAM,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4856,DJIWLD,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4857,PROMITSU,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4858,NPG,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4859,SEABASS,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
4860,HIDAMARIN,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.01,0.0,0.0,0.0
4861,NEKOG_COMP,No Mode,No Compute,-0.0998,-0.0998,-0.0997,0.0,0.0,0.0,0.0
1,QUANTYQUANT,2XMMC,No Compute,0.0475,0.0208,0.0153,709.63,0.011,1.472,0.0
3,BENBEN11,2XMMC,No Compute,0.0451,0.0194,0.0095,850.75,0.0016,1.505,4.638
5,KOND,2XMMC,No Compute,0.0391,0.0137,0.0232,35.74,0.038,0.858,0.0
6,VICTORIA,2XMMC,No Compute,0.0389,0.0103,0.0215,0.27,0.011,0.734,0.0
7,BLOCKROCKET,2XMMC,No Compute,0.0389,0.01,0.0228,5.37,0.02,0.715,2.369
9,HIRYUU,2XMMC,No Compute,0.0388,0.0206,0.0094,36.99,0.0053,0.799,0.0
11,YRN,2XMMC,No Compute,0.0386,0.0115,0.0245,364.67,0.039,0.535,3.186
13,JUNYOU,2XMMC,No Compute,0.0377,0.014,0.0078,27.82,0.017,0.907,0.0
14,JP001,2XMMC,No Compute,0.0375,0.0117,0.0181,0.026,0.0025,0.916,0.0
15,LINEARATO,MMC,No Compute,0.0374,0.0125,0.0157,37.59,0.025,0.453,0.0
16,UUAZED6,MMC,No Compute,0.0373,0.0121,0.0111,7.81,0.057,0.95,0.0
17,WOLFDOG,MMC,No Compute,0.0372,0.0073,0.0226,152.19,0.015,0.436,0.0
18,KWAK,2XMMC,No Compute,0.0371,0.0071,0.0225,91.08,0.014,0.548,3.332
19,ALL_BIRDS,2XMMC,No Compute,0.037,0.0159,0.0162,195.01,0.0003,1.131,0.0
20,UUAZED5,2XMMC,No Compute,0.037,0.0118,0.0113,10.24,0.067,1.041,0.0
21,STABLES,2XMMC,No Compute,0.037,0.0085,0.0208,174.81,0.019,0.519,0.0
22,BRAINX,2XMMC,No Compute,0.0369,0.007,0.0224,0.0,0.0025,0.434,3.047
23,SLARTIBARTFAST,2XMMC,No Compute,0.0369,0.007,0.0224,853.0,0.0083,0.454,3.082
25,KWEK,2XMMC,No Compute,0.0368,0.0068,0.0223,563.27,0.0027,0.411,2.959
27,ANNON_01,2XMMC,No Compute,0.0368,0.0134,0.0193,5.42,0.0097,0.642,0.0
28,HIYOU,2XMMC,No Compute,0.0367,0.0153,0.0095,20.63,0.013,0.863,0.0
29,GINISKSAM,MMC,No Compute,0.0366,0.0097,0.0177,41.05,0.0024,0.493,2.506
31,ALGOINVESTMENT,2XMMC,No Compute,0.0366,0.0132,0.0157,2.33,0.001,1.109,0.977
37,KATSU1110,2XMMC,No Compute,0.0361,0.0088,0.0191,41.58,0.0047,0.766,0.0
38,ALGOTIME,2XMMC,No Compute,0.0361,0.0124,0.0146,1.39,0.02,0.97,0.942
40,LAZERFAZER7,2XMMC,No Compute,0.0361,0.0098,0.0218,164.54,0.0043,0.653,0.0
42,MORPH3US,MMC,No Compute,0.036,0.0064,0.0195,56.39,0.0069,0.494,0.0
44,TMOQ,MMC,No Compute,0.036,0.0073,0.017,1.39,0.003,0.644,0.0
45,COSINE,MMC,No Compute,0.0358,0.0061,0.0208,1.92,0.015,0.539,0.0
46,FORTUNA03,2XMMC,No Compute,0.0357,0.0071,0.0209,0.02,0.0083,0.548,0.0
47,XGBOOST3,MMC,No Compute,0.0357,0.0062,0.0213,1.67,0.013,0.507,0.0
48,FORTUNA01,2XMMC,No Compute,0.0356,0.011,0.0184,0.021,0.011,1.036,0.0
50,HOUSHOU,2XMMC,No Compute,0.0356,0.0184,0.0066,24.82,0.045,0.532,0.0
51,WWMODEL9,2XMMC,No Compute,0.0356,0.0053,0.0205,0.011,0.027,0.0,0.0
54,DEV1N,COMPUTE,No Compute,0.0355,0.0089,0.0164,318.97,0.0058,0.403,0.0
57,WWMODEL4,2XMMC,No Compute,0.0354,0.0058,0.0205,0.011,0.023,0.0,0.0
59,ALGOLIFE2018,2XMMC,No Compute,0.0354,0.0126,0.0129,0.94,0.0063,0.954,0.995
61,ZUIKAKU,2XMMC,No Compute,0.0354,0.0137,0.0061,28.57,0.021,0.786,0.0
62,HELLOZML,MMC,No Compute,0.0353,0.0086,0.0168,42.25,0.0024,0.488,2.509
63,WWMODEL10,2XMMC,No Compute,0.0352,0.0051,0.0213,0.011,0.023,0.0,0.0
64,QUANTS12,COMPUTE,No Compute,0.0352,0.0094,0.0135,0.0,0.0,0.0,0.0
65,SKELETONAI,½MMC,No Compute,0.0352,0.0072,0.0206,0.0,0.0083,0.383,0.0
67,NORKIN,2XMMC,No Compute,0.0351,0.0065,0.0222,159.33,0.053,0.496,0.0
68,KARASS,2XMMC,No Compute,0.0351,0.0072,0.0188,366.57,0.052,0.464,1.945
76,SOURYUU,2XMMC,No Compute,0.0348,0.0157,0.0079,30.45,0.047,0.675,0.0
79,ANNON_04,2XMMC,No Compute,0.0347,0.0067,0.0238,1.27,0.05,0.547,0.0
80,UUAZED,MMC,No Compute,0.0346,0.0099,0.014,108.87,0.0066,0.716,1.439
81,VOLATILES_,MMC,No Compute,0.0346,0.0046,0.0207,33.0,0.011,0.456,0.0
83,SNEXDROP,2XMMC,No Compute,0.0346,0.0122,0.0071,0.02,0.0059,1.101,0.0
84,LAZERFAZER4,2XMMC,No Compute,0.0346,0.0096,0.0149,152.25,0.0053,0.585,0.0
85,STMHARRY,MMC,No Compute,0.0346,0.0079,0.015,32.53,0.0039,0.413,0.0
86,JORIJNSMIT,2XMMC,No Compute,0.0345,0.0072,0.0187,14.11,0.0061,0.413,0.0
87,LAZERFAZER,2XMMC,No Compute,0.0345,0.0092,0.015,155.99,0.0053,0.585,0.0
88,ANNON_02,2XMMC,No Compute,0.0345,0.011,0.0144,1.39,0.023,0.646,0.0
92,TOBY_LARONE,COMPUTE,No Compute,0.0341,0.0128,0.0144,0.0,0.0,0.0,0.0
94,CAPPUCCINO,2XMMC,No Compute,0.0341,0.0093,0.021,0.023,0.017,0.516,0.0
95,QUANTS21,COMPUTE,No Compute,0.0341,0.0061,0.0161,0.0,0.0,0.0,0.0
96,ULO3,COMPUTE,No Compute,0.034,0.0047,0.0188,0.0,0.0,0.0,0.0
97,OPTIMISEDLIVE1,MMC,No Compute,0.034,0.0034,0.0183,0.011,0.024,0.0,0.0
98,KWIK,½MMC,No Compute,0.034,0.0045,0.0198,17.49,0.013,0.342,0.0
99,USIGMA7,2XMMC,No Compute,0.034,0.0097,0.0179,186.74,0.017,0.478,0.0
101,RSAI,MMC,No Compute,0.034,0.0101,0.0142,1.77,0.011,0.648,0.0
102,AVENTURINE,2XMMC,No Compute,0.0339,0.0086,0.0195,501.53,0.0088,0.577,0.0
104,ANNON_07,2XMMC,No Compute,0.0339,0.0072,0.0177,7.25,0.034,0.436,0.0
105,MUGAMMA,2XMMC,No Compute,0.0339,0.012,0.0141,0.014,0.028,0.882,0.0
110,THEMICONSEVEN,MMC,No Compute,0.0338,0.0046,0.0202,0.36,0.032,0.424,0.0
117,RNY,2XMMC,No Compute,0.0336,0.009,0.0135,131.21,0.041,0.83,0.0
118,QUANTS,COMPUTE,No Compute,0.0336,0.0054,0.0163,0.0,0.0,0.0,0.0
120,REGONN,½MMC,No Compute,0.0336,0.007,0.019,21.51,0.0047,0.368,0.0
121,POBOT_II,COMPUTE,No Compute,0.0336,0.0045,0.0207,52.83,0.018,0.239,0.0
126,SIRBRADFLIES,2XMMC,No Compute,0.0334,0.0109,0.0091,8.66,0.027,0.758,2.58
129,KNOD,MMC,No Compute,0.0333,0.0108,0.0157,20.74,0.013,0.449,0.0
130,TTIEFEN1,COMPUTE,No Compute,0.0333,0.0102,0.0129,5.18,0.0096,0.381,0.0
131,OPTUNA_CORR_WO_VAL,2XMMC,No Compute,0.0333,0.0093,0.0206,8.34,0.021,0.73,0.0
134,YROUSSET,2XMMC,No Compute,0.0333,0.0038,0.0224,10.89,0.012,0.274,0.0
136,FELIXS_V2,2XMMC,No Compute,0.0332,0.007,0.0158,343.1,0.0076,0.337,0.0
138,ORAZ3,COMPUTE,No Compute,0.0331,0.004,0.0201,0.0,0.0,0.0,0.0
139,TRDR,COMPUTE,No Compute,0.0331,0.0074,0.0134,0.0,0.0,0.0,0.0
140,NRICHERS,COMPUTE,No Compute,0.0331,0.0042,0.02,9.75,0.021,0.314,0.0
141,NEURALNETWORK3,2XMMC,No Compute,0.033,0.0229,0.0048,0.35,0.0009,1.338,0.0
142,THEFORECASTKID,MMC,No Compute,0.033,0.0029,0.0215,89.63,0.012,0.381,3.023
144,YROUSSET2,2XMMC,No Compute,0.033,0.0053,0.0239,8.37,0.013,0.409,0.0
145,PV1,2XMMC,No Compute,0.0329,0.0152,0.0114,0.012,0.097,0.0,0.0
147,BECKIUS,MMC,No Compute,0.0329,0.0057,0.0194,931.19,0.0048,0.24,0.0
148,PK02,2XMMC,No Compute,0.0329,0.0085,0.0121,24.64,0.019,0.377,0.0
149,MIKEC_3,2XMMC,No Compute,0.0329,0.0035,0.0184,0.017,0.026,0.596,0.0
150,RC95401,2XMMC,No Compute,0.0329,0.0059,0.0123,201.64,0.049,0.327,2.821
151,DAVAT2,MMC,No Compute,0.0328,0.008,0.0117,20.0,0.004,0.0,0.0
152,ANNA2,MMC,No Compute,0.0328,0.0036,0.0185,20.54,0.01,0.447,0.98
153,MUDELTA,2XMMC,No Compute,0.0327,0.0087,0.0238,0.015,0.022,0.426,0.0
155,STONKMAX,MMC,No Compute,0.0327,0.0064,0.0198,16.51,0.015,0.564,0.0
157,_SMIRMIK_,2XMMC,No Compute,0.0327,0.0102,0.0158,115.17,0.047,1.018,0.0
159,WALKINGDEAD,COMPUTE,No Compute,0.0327,0.0046,0.0163,0.0,0.0,0.0,0.0
160,PITZ,MMC,No Compute,0.0326,0.0055,0.0191,90.07,0.0061,0.217,0.0
161,V1NC3N7,MMC,No Compute,0.0326,0.0064,0.011,87.53,0.0084,0.479,2.314
163,STACKSIMPLE80,2XMMC,No Compute,0.0325,0.0154,0.0103,0.012,0.11,0.0,0.0
165,MAKATIME,MMC,No Compute,0.0324,0.0075,0.0115,0.18,0.082,0.68,0.0
167,734L34F,½MMC,No Compute,0.0323,0.0036,0.0143,129.19,0.015,0.398,2.578
168,MUPPETSHOW,2XMMC,No Compute,0.0322,0.0032,0.0181,1.34,0.039,0.306,0.0
175,MIKEC,2XMMC,No Compute,0.0319,0.0053,0.0187,101.44,0.0058,0.427,0.0
177,LIMONE,2XMMC,No Compute,0.0319,0.0057,0.025,0.024,0.027,0.188,0.0
178,SMIRMIK,2XMMC,No Compute,0.0319,0.0072,0.0147,202.98,0.025,0.807,2.338
179,NO_FORMAL_TRAINING,2XMMC,No Compute,0.0319,0.0081,0.0087,184.71,0.047,0.551,1.27
182,JPN,MMC,No Compute,0.0318,0.0025,0.0189,10.73,0.023,0.288,0.973
188,ORAZ4,COMPUTE,No Compute,0.0317,0.0031,0.0209,0.0,0.0,0.0,0.0
189,OCARIZ,MMC,No Compute,0.0317,0.0045,0.0171,49.39,0.024,0.485,0.0
191,FORTUNA00,2XMMC,No Compute,0.0316,0.0087,0.0135,0.019,0.019,0.672,0.0
192,EXAMPLE_MODEL_XGB,COMPUTE,No Compute,0.0316,0.0065,0.0104,6.36,0.013,0.348,0.0
195,BLITZ9,2XMMC,No Compute,0.0316,0.0083,0.0194,1.04,0.042,0.416,0.0
197,ZEROGOKI,MMC,No Compute,0.0316,0.0024,0.0204,17.11,0.012,0.214,0.0
199,SHINSHIN4,COMPUTE,No Compute,0.0315,0.0081,0.0137,0.0,0.0,0.0,0.0
204,OPTIMUS2,MMC,No Compute,0.0314,0.002,0.0172,28.67,0.025,0.322,0.0
206,NESCIENCE,½MMC,No Compute,0.0314,0.0144,0.0072,5.22,0.031,0.748,0.0
210,USIGMA5,2XMMC,No Compute,0.0313,0.0186,0.0131,41.17,0.043,1.124,0.0
215,CPB04,MMC,No Compute,0.0313,0.0019,0.0186,10.47,0.016,0.265,0.817
216,SANTA_JUSTA,2XMMC,No Compute,0.0313,0.0107,0.0036,19.54,0.0011,0.479,2.06
217,DNET,MMC,No Compute,0.0313,0.0137,0.0082,0.96,0.051,0.706,0.398
218,KRIZMANIC,MMC,No Compute,0.0312,0.0053,0.0177,801.66,0.02,0.631,3.164
219,WPE,MMC,No Compute,0.0312,0.0019,0.018,10.1,0.017,0.265,0.892
220,DURASM_TEST,MMC,No Compute,0.0312,0.0027,0.0211,0.02,0.028,0.289,0.0
221,OPTIMUS,MMC,No Compute,0.0312,0.0018,0.017,132.06,0.026,0.315,2.181
224,UMMON,2XMMC,No Compute,0.0312,0.0017,0.0182,0.0,0.012,0.218,2.441
226,SHOGOKI,MMC,No Compute,0.0312,0.0029,0.0194,16.61,0.014,0.239,0.0
229,TECHNOS_3,COMPUTE,No Compute,0.0312,0.0019,0.0169,0.0,0.0,0.0,0.0
231,GEPAPAI,MMC,No Compute,0.0311,0.0017,0.0169,207.99,0.028,0.309,2.213
233,SDMLM,2XMMC,No Compute,0.0311,0.007,0.0196,359.03,0.0038,0.364,0.0
234,TUNAREGONN,MMC,No Compute,0.0311,0.0047,0.0122,0.16,0.024,0.414,0.0
236,NUMTEST493,MMC,No Compute,0.0311,0.0017,0.0168,9.32,0.015,0.258,0.905
237,LAZER_003,2XMMC,No Compute,0.0311,0.0025,0.018,112.19,0.01,0.229,0.0
239,ADAMANTIUMALLOSAUR,MMC,No Compute,0.0311,0.0047,0.0128,121.64,0.028,0.552,0.506
244,WWPE,MMC,No Compute,0.0309,0.0014,0.0173,11.0,0.017,0.295,1.351
245,ZODIAK,MMC,No Compute,0.0309,0.0018,0.0165,60.12,0.016,0.295,0.0
248,CRYSTAL_SPHERE,2XMMC,No Compute,0.0308,0.0026,0.0163,0.0,0.004,0.417,3.567
